original_url,attribution,image_hash,approved_annotation
https://inaturalist-open-data.s3.amazonaws.com/photos/445663367/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",6d24ce999c7ca713b1d58c33af0e237b,"{""annotations"": [{""id"": 153133634001, ""image_id"": 153133634, ""category_id"": 8, ""bbox"": [663.0, 554.0, 231.0, 317.99999999999994], ""area"": 73457.99999999999, ""iscrowd"": 0}], ""images"": [{""id"": 153133634, ""file_name"": ""Erithacus_rubecula_249322131_445663367.jpg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663309/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",1ed5f5d263956b7d04bb0c986c198cf9,"{""annotations"": [{""id"": 153133635001, ""image_id"": 153133635, ""category_id"": 8, ""bbox"": [745.0, 584.0, 234.0, 380.0], ""area"": 88920.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133635, ""file_name"": ""Erithacus_rubecula_249322131_445663309.jpg"", ""width"": 2048, ""height"": 1366}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663266/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",1abb52f559e86339d98670f4ff066c69,"{""annotations"": [{""id"": 153133636001, ""image_id"": 153133636, ""category_id"": 8, ""bbox"": [955.0, 649.0, 300.0, 317.0], ""area"": 95100.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133636, ""file_name"": ""Erithacus_rubecula_249322131_445663266.jpg"", ""width"": 2048, ""height"": 1366}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/404895664/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",0fd899f2525cd1c781ecf4dd5719e897,"{""annotations"": [{""id"": 153133637001, ""image_id"": 153133637, ""category_id"": 8, ""bbox"": [638.9999999999999, 664.0, 182.00000000000003, 401.0], ""area"": 72982.00000000001, ""iscrowd"": 0}], ""images"": [{""id"": 153133637, ""file_name"": ""Erithacus_rubecula_228184013_404895664.jpeg"", ""width"": 1537, ""height"": 2048}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/404895683/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",200b95f868dc76457480de0fdb78d5e9,"{""annotations"": [{""id"": 153133638001, ""image_id"": 153133638, ""category_id"": 8, ""bbox"": [668.9999999999999, 948.0, 468.0, 584.0], ""area"": 273312.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133638, ""file_name"": ""Erithacus_rubecula_228184013_404895683.jpeg"", ""width"": 1537, ""height"": 2048}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/394091002/original.jpeg,"(c) Emil Jantke, some rights reserved (CC BY)",3b0b370cb6526ac0ed853bcac8d670ce,"{""annotations"": [{""id"": 153133639001, ""image_id"": 153133639, ""category_id"": 8, ""bbox"": [552.0, 327.0, 256.0, 452.0], ""area"": 115712.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133639, ""file_name"": ""Erithacus_rubecula_222474145_394091002.jpeg"", ""width"": 1395, ""height"": 1046}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/388222140/original.jpg,"(c) mister_bumble, some rights reserved (CC BY)",2479620ea1bb0e869f930d46cbb5e41c,"{""annotations"": [{""id"": 153133640001, ""image_id"": 153133640, ""category_id"": 8, ""bbox"": [516.0, 1009.0, 66.0, 136.0], ""area"": 8976.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133640, ""file_name"": ""Erithacus_rubecula_219338939_388222140.jpg"", ""width"": 1536, ""height"": 2048}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/364026006/original.jpg,no rights reserved,c9a43475e81d3f017c2739447c6c1a48,"{""annotations"": [{""id"": 153133641001, ""image_id"": 153133641, ""category_id"": 8, ""bbox"": [973.0, 721.0000000000001, 257.0, 171.0], ""area"": 43947.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133641, ""file_name"": ""Erithacus_rubecula_205849476_364026006.jpg"", ""width"": 2048, ""height"": 1536}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952668/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",a6bf68766de3a6dce699a761e5cb3f1a,"{""annotations"": [{""id"": 153133644001, ""image_id"": 153133644, ""category_id"": 9, ""bbox"": [446.0, 1073.0, 254.0, 265.0], ""area"": 67310.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133644, ""file_name"": ""Fringilla_coelebs_224525119_397952668.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952703/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",7d1ee710a179e9f296b68e3e3b70a568,"{""annotations"": [{""id"": 153133645001, ""image_id"": 153133645, ""category_id"": 9, ""bbox"": [181.0, 951.0, 205.0, 236.0], ""area"": 48380.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133645, ""file_name"": ""Fringilla_coelebs_224525119_397952703.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952744/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",c8c85bf1ee8bc20978d21a81c6224d32,"{""annotations"": [{""id"": 153133646001, ""image_id"": 153133646, ""category_id"": 9, ""bbox"": [433.0, 838.0, 122.99999999999997, 152.0], ""area"": 18695.999999999996, ""iscrowd"": 0}], ""images"": [{""id"": 153133646, ""file_name"": ""Fringilla_coelebs_224525119_397952744.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952783/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",0eaf3abdf037a1449d98b6299fadf43e,"{""annotations"": [{""id"": 153133647001, ""image_id"": 153133647, ""category_id"": 9, ""bbox"": [272.0, 908.0, 218.0, 131.0], ""area"": 28558.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133647, ""file_name"": ""Fringilla_coelebs_224525119_397952783.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952823/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",ec50d185b7018b78a8b722cadee04508,"{""annotations"": [{""id"": 153133648001, ""image_id"": 153133648, ""category_id"": 9, ""bbox"": [511.00000000000006, 782.0, 76.0, 157.0], ""area"": 11932.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133648, ""file_name"": ""Fringilla_coelebs_224525119_397952823.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952858/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",8ad4a2a99d7fa232698bab99b31072ba,"{""annotations"": [{""id"": 153133649001, ""image_id"": 153133649, ""category_id"": 9, ""bbox"": [481.0, 1030.0, 144.0, 79.0], ""area"": 11376.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133649, ""file_name"": ""Fringilla_coelebs_224525119_397952858.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/397952902/original.jpeg,"(c) Andrii Khokhlov, some rights reserved (CC BY)",c3a87660292a081e703c35a8f9580b6e,"{""annotations"": [{""id"": 153133650001, ""image_id"": 153133650, ""category_id"": 9, ""bbox"": [358.0, 880.0, 95.99999999999997, 71.0], ""area"": 6815.999999999998, ""iscrowd"": 0}], ""images"": [{""id"": 153133650, ""file_name"": ""Fringilla_coelebs_224525119_397952902.jpeg"", ""width"": 1152, ""height"": 2048}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/396898502/original.jpg,no rights reserved,294646dbd4e36e84f74621ba3c1aa29d,"{""annotations"": [{""id"": 153133651001, ""image_id"": 153133651, ""category_id"": 9, ""bbox"": [1059.0, 724.0000000000001, 414.0, 177.0], ""area"": 73278.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133651, ""file_name"": ""Fringilla_coelebs_223969902_396898502.jpg"", ""width"": 2048, ""height"": 1536}], ""categories"": [{""id"": 9, ""name"": ""Fringilla_coelebs""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/463073390/original.jpeg,"(c) Sascha Nunheim, some rights reserved (CC BY)",44ebd0cad70cc050a0201d8b1ce07025,"{""annotations"": [{""id"": 153133652001, ""image_id"": 153133652, ""category_id"": 10, ""bbox"": [775.9999999999999, 421.99999999999994, 317.00000000000006, 158.0], ""area"": 50086.00000000001, ""iscrowd"": 0}], ""images"": [{""id"": 153133652, ""file_name"": ""Garrulus_glandarius_258127754_463073390.jpeg"", ""width"": 1920, ""height"": 1080}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/447995783/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",0e705f3d50dba5f4a3cc0dd824e97fc1,"{""annotations"": [{""id"": 153133653001, ""image_id"": 153133653, ""category_id"": 10, ""bbox"": [558.0, 748.0, 385.99999999999994, 438.0], ""area"": 169067.99999999997, ""iscrowd"": 0}], ""images"": [{""id"": 153133653, ""file_name"": ""Garrulus_glandarius_250486206_447995783.jpeg"", ""width"": 1537, ""height"": 2048}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/447974560/original.jpg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",0caa946db61ae65d5689647b2ade24d5,"{""annotations"": [{""id"": 153133654001, ""image_id"": 153133654, ""category_id"": 10, ""bbox"": [1253.0, 330.0, 580.0, 445.0], ""area"": 258100.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133654, ""file_name"": ""Garrulus_glandarius_250475735_447974560.jpg"", ""width"": 2048, ""height"": 1152}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/447965948/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",1bdbe5f0273a11292667244802c27705,"{""annotations"": [{""id"": 153133655001, ""image_id"": 153133655, ""category_id"": 10, ""bbox"": [461.0, 185.99999999999997, 660.0, 760.0], ""area"": 501600.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133655, ""file_name"": ""Garrulus_glandarius_250471405_447965948.jpeg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663285/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",92f83f303e4afda6adbfade956a7f20f,"{""annotations"": [{""id"": 153133656001, ""image_id"": 153133656, ""category_id"": 10, ""bbox"": [421.0, 575.0, 554.0, 379.99999999999994], ""area"": 210519.99999999997, ""iscrowd"": 0}, {""id"": 153133656002, ""image_id"": 153133656, ""category_id"": 10, ""bbox"": [614.0, 330.0, 477.0, 305.0], ""area"": 145485.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133656, ""file_name"": ""Garrulus_glandarius_249322130_445663285.jpg"", ""width"": 2048, ""height"": 1152}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663269/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",8360c1e377b687102ccdbef91d5703b3,"{""annotations"": [{""id"": 153133657001, ""image_id"": 153133657, ""category_id"": 10, ""bbox"": [851.0, 512.0, 161.0, 403.00000000000006], ""area"": 64883.00000000001, ""iscrowd"": 0}], ""images"": [{""id"": 153133657, ""file_name"": ""Garrulus_glandarius_249322129_445663269.jpg"", ""width"": 2048, ""height"": 1152}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/443145986/original.jpeg,"(c) Jana, some rights reserved (CC BY)",22982eb9805f0a229aa207b768dc9b9a,"{""annotations"": [{""id"": 153133658001, ""image_id"": 153133658, ""category_id"": 10, ""bbox"": [363.99999999999994, 571.0, 1065.0, 1180.0], ""area"": 1256700.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133658, ""file_name"": ""Garrulus_glandarius_248055782_443145986.jpeg"", ""width"": 1536, ""height"": 2048}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/407433952/original.jpeg,"(c) Oisín, some rights reserved (CC BY)",1aac6b399981d9fc5d5b0bf59dd097c5,"{""annotations"": [{""id"": 153133659001, ""image_id"": 153133659, ""category_id"": 10, ""bbox"": [448.0, 355.0, 122.0, 223.0], ""area"": 27206.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133659, ""file_name"": ""Garrulus_glandarius_229528030_407433952.jpeg"", ""width"": 1008, ""height"": 1008}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/407434000/original.jpeg,"(c) Oisín, some rights reserved (CC BY)",78bb63195ee7bed25f83219fa52169a1,"{""annotations"": [{""id"": 153133660001, ""image_id"": 153133660, ""category_id"": 10, ""bbox"": [694.9999999999999, 749.0, 69.0, 117.0], ""area"": 8073.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133660, ""file_name"": ""Garrulus_glandarius_229528030_407434000.jpeg"", ""width"": 1056, ""height"": 1056}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/400516755/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",72146e29cf06e6de3d53eab588d5335b,"{""annotations"": [{""id"": 153133661001, ""image_id"": 153133661, ""category_id"": 10, ""bbox"": [502.0, 714.0, 612.0, 959.0], ""area"": 586908.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133661, ""file_name"": ""Garrulus_glandarius_225871588_400516755.jpeg"", ""width"": 1537, ""height"": 2048}], ""categories"": [{""id"": 10, ""name"": ""Garrulus_glandarius""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/450626087/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",9763a692eeed3188e3ce5d6820abcf72,"{""annotations"": [{""id"": 153133662001, ""image_id"": 153133662, ""category_id"": 12, ""bbox"": [326.3488120950325, 139.96920583468398, 321.71058315334705, 133.88330632090765], ""area"": 43071.67655099739, ""iscrowd"": 0}], ""images"": [{""id"": 153133662, ""file_name"": ""Parus_major_251804931_450626087.jpeg"", ""width"": 1559, ""height"": 1039}], ""categories"": [{""id"": 12, ""name"": ""Parus_major""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/450423462/original.jpg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",49efbacf94268180a792f3f823dfc7d0,"{""annotations"": [{""id"": 153133663001, ""image_id"": 153133663, ""category_id"": 12, ""bbox"": [345.0, 408.0, 903.0, 701.9999999999999], ""area"": 633905.9999999999, ""iscrowd"": 0}], ""images"": [{""id"": 153133663, ""file_name"": ""Parus_major_251703484_450423462.jpg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 12, ""name"": ""Parus_major""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/450423394/original.jpg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",670107e2219889a0d68754288a8455c1,"{""annotations"": [{""id"": 153133664001, ""image_id"": 153133664, ""category_id"": 12, ""bbox"": [308.0, 352.0, 723.0, 513.0], ""area"": 370899.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133664, ""file_name"": ""Parus_major_251703461_450423394.jpg"", ""width"": 2048, ""height"": 1152}], ""categories"": [{""id"": 12, ""name"": ""Parus_major""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/447995706/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",5de811e04bb384f0f7539f76fcd8f71d,"{""annotations"": [{""id"": 153133665001, ""image_id"": 153133665, ""category_id"": 12, ""bbox"": [323.0, 726.0, 502.0, 315.0], ""area"": 158130.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133665, ""file_name"": ""Parus_major_250486133_447995706.jpeg"", ""width"": 1537, ""height"": 2048}], ""categories"": [{""id"": 12, ""name"": ""Parus_major""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/355425904/original.jpeg,"(c) Emil Jantke, some rights reserved (CC BY)",1606e5f9d726665f848b718fd6789ffe,"{""annotations"": [{""id"": 153133667001, ""image_id"": 153133667, ""category_id"": 12, ""bbox"": [288.0, 410.0, 55.99999999999999, 36.0], ""area"": 2015.9999999999998, ""iscrowd"": 0}], ""images"": [{""id"": 153133667, ""file_name"": ""Parus_major_201352049_355425904.jpeg"", ""width"": 997, ""height"": 776}], ""categories"": [{""id"": 12, ""name"": ""Parus_major""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/354740113/original.jpeg,"(c) Emil Jantke, some rights reserved (CC BY)",33e86b27458260c918f45c0b3b39011b,"{""annotations"": [{""id"": 153133669001, ""image_id"": 153133669, ""category_id"": 12, ""bbox"": [562.0000000000001, 944.0, 263.00000000000006, 228.0], ""area"": 59964.000000000015, ""iscrowd"": 0}], ""images"": [{""id"": 153133669, ""file_name"": ""Parus_major_201002141_354740113.jpeg"", ""width"": 1536, ""height"": 2048}], ""categories"": [{""id"": 12, ""name"": ""Parus_major""}]}"
